X,Y,Z,p,U_0,U_1,U_2
0.242262,0.19936,0.0571201,0.0,0.0,0.0,-0.0
0.242261,0.198593,0.0563288,0.0,0.0,0.0,-0.0
0.243676,0.192569,0.0541783,0.0,0.0,0.0,0.0
0.243671,0.193417,0.0549915,0.0,0.0,0.0,0.0
0.242152,0.193555,0.0549842,0.0,0.0,0.0,0.0
0.242167,0.192579,0.0542511,0.0,0.0,0.0,0.0
0.243782,0.194731,0.0548239,0.0,0.0,0.0,0.0
0.242204,0.195067,0.0549122,0.0,0.0,0.0,0.0
0.256324,0.20068,0.0573759,0.0,0.0,0.0,0.0
0.255264,0.200095,0.0578263,0.0,0.0,0.0,0.0
0.254719,0.198873,0.0572319,0.0,0.0,0.0,0.0
0.256231,0.198971,0.0569608,0.0,0.0,0.0,0.0
0.256429,0.192566,0.0542786,0.0,0.0,0.0,0.0
0.256314,0.19343,0.0549316,0.0,0.0,0.0,0.0
0.254772,0.193325,0.0549109,0.0,0.0,0.0,0.0
0.254796,0.192498,0.0541534,0.0,0.0,0.0,0.0
0.25629,0.19454,0.0551656,0.0,0.0,0.0,0.0
